city,vendor_id,brand_name,vendor_name,vertical,latitude,longitude
Asia,209764,Usams,Usams Asia,cross_vertical,-12.7620000839233,-76.6013031005859
Asia,221272,Pescados Capitales,Pescados Capitales	Asia Viv,restaurants,-12.7629995346069,-76.6003036499023
Asia,209734,El Hornero Asia,El Hornero Boulevard De Asia,restaurants,-12.760800361633303,-76.602699279785213
Asia,209723,Asia Market,Asia Market,cross_vertical,-12.7604999542236,-76.6011962890625
Asia,209750,Vivanda,Vivanda A La Carta Asia,restaurants,-12.7629995346069,-76.6007995605469
Asia,207466,Bembos,Bembos Asia,restaurants,-12.7621002197266,-76.6024017333984
Asia,209708,Juicy Lucy,Juicy Lucy Asia,restaurants,-12.7621002197266,-76.603401184082
Asia,220494,Envíos,Envios Asia,courier,-12.7593002319336,-76.6013031005859
Ica,208649,Gelarti,Gelarti Los Maestros,restaurants,-14.074899673461898,-75.7394027709961
Ica,208904,Oishi Sushi Bar,Oishi Sushi Bar,restaurants,-14.073900222778297,-75.7276000976562
Ica,249845,La Tomatina Pizzas,La Tomatina Pizzas,restaurants,-14.0736999511719,-75.727897644043
Ica,293380,La Frutita,La Frutita,restaurants,-14.0676002502441,-75.7296981811523
Ica,209507,El Corralito San Martín,El Corralito La Union,restaurants,-14.076000213623098,-75.7266998291016
Ica,285330,Roky's,Rokys Ica 2,restaurants,-14.0656995773315,-75.7372970581055
Ica,266087,Black Monkey Restobar,Black Monkey Restobar,restaurants,-14.0661001205444,-75.739501953125
Ica,295604,,Dulce Pecado,restaurants,-14.0844001770019,-75.736801147460909
Ica,207590,Chocolates Helena,Chocolates Helena Nicolas De Rivera,groceries,-14.0743999481201,-75.7251968383789
Ica,264098,Punto Pizza,Punto Pizza Casuarinas,restaurants,-14.096599578857402,-75.7231979370117
Ica,287051,,Totos Pizzacourier Lima,courier_business,-14.0457000732422,-75.7497024536133
Ica,219518,Promart Homecenter,Promart Homecenter Ica,cross_vertical,-14.0760002136231,-75.737602233886719
Ica,293502,Gordos Chiken's,Gordos Chikens San Isidro,restaurants,-14.072500228881802,-75.7287979125977
Ica,208642,Papa John's,Papa Johns Ica El Quinde,restaurants,-14.0749998092651,-75.7394027709961
Ica,265425,Sra. Buendia,Sra Buendia Av San Martin,restaurants,-14.0743999481201,-75.7272033691406
Ica,285339,Roky's,Rokys Ica 4,restaurants,-14.063899993896499,-75.7285003662109
Ica,220502,Envíos,Envios Ica,courier,-14.075200080871603,-75.7350006103516
Ica,231236,Peñonetti Pizzas And Wine-Bar,Penonetti Pizzas And Winebar,restaurants,-14.0766000747681,-75.7397003173828
Ica,208640,Chinawok,Chinawok Ica El Quinde,restaurants,-14.074999809265101,-75.7398986816406
Ica,208674,Kong,Kong Ica,restaurants,-14.072099685669,-75.7275009155273
Ica,208741,Chifa Yemheng Huacachina,Chifa Yemheng Huacachina,restaurants,-14.078000068664602,-75.7446975708008
Ica,256054,La Victoriana - Pollo A La Leña,La Victoriana Pollo A La Lena,restaurants,-14.0771999359131,-75.7381973266602
Ica,232158,Chinawok,Chinawok Plaza Del Sol Ica,restaurants,-14.071200370788599,-75.7281036376953
Ica,208680,Chifa Yemheng,Chifa Yemheng Matias Manzanilla,restaurants,-14.0647001266479,-75.7328033447266
Ica,249162,Luchy's Chocolatier,Luchys Chocolatier,restaurants,-14.083000183105499,-75.7469024658203
Ica,293692,Gordo´s Chicken,Gordos Chicken Municipalidad,restaurants,-14.0640001296997,-75.7310028076172
Ica,209542,Norky's,Norkys Cc Plaza Del Sol Ica,restaurants,-14.0710000991821,-75.7276992797852
Ica,210020,Takeo Sushi,Takeo Sushi Bar,restaurants,-14.0719995498657,-75.7276000976562
Ica,238707,Pollería Kachito,Polleria Kachito Ica,restaurants,-14.0640001296997,-75.7304000854492
Ica,293693,Gordos Chiken's,Gordos Chikens Grau,restaurants,-14.062899589538599,-75.7263031005859
Ica,208673,La Choza Náutica,La Choza Nautica Conde De Nieva,restaurants,-14.0757999420166,-75.7242965698242
Ica,221366,Villa Chicken,Villa Chicken Ica,restaurants,-14.072099685669,-75.7273025512695
Ica,208983,La Taqueria Mx Perú,La Taqueria Mx Peru,restaurants,-14.078800201416,-75.7246017456055
Ica,255104,Casa Artesanal,Casa Artesanal,groceries,-14.068599700927699,-75.7332992553711
Ica,262439,8 Cepas,8 Cepas,restaurants,-14.0914001464844,-75.736701965332
Ica,287782,,Totos Pizza Ica,courier_business,-14.0457000732422,-75.7497024536133
Ica,207825,Pizza Hut,Pizza Hut Delivery El Quinde Ica,restaurants,-14.074600219726598,-75.7397003173828
Ica,219457,Plaza Vea,Plaza Vea Ica,groceries,-14.072400093078603,-75.7377014160156
Ica,262819,Monkey Donuts,Monkey Donuts El Quinde,restaurants,-14.074600219726598,-75.7389984130859
Ica,266096,Tomasa,Tomasa,restaurants,-14.068599700927699,-75.7363967895508
Ica,268924,Cevicheria La Quimba,Cevicheria La Quimba,restaurants,-14.068400382995598,-75.7323989868164
Ica,261244,Cevicheria Mixtura,Cevicheria Mixtura,restaurants,-14.058899879455598,-75.747596740722713
Ica,209590,Burger King,Burger King Plaza Del Sol Ica,restaurants,-14.071200370788603,-75.7279968261719
Ica,283533,Roky's,Rokys Ica 1,restaurants,-14.065899848938,-75.7372970581055
Ica,219489,Plaza Vea,Plaza Vea Bar Ica,drinks,-14.072400093078603,-75.7378005981445
Ica,266593,El Sabor Milagroso,El Sabor Milagroso San Joaquin,restaurants,-14.0628004074097,-75.7441024780273
Ica,223023,Starbucks,Starbucks Plaza Del Sol Ica,restaurants,-14.070699691772502,-75.728401184082
Ica,260293,Chino Kevin Sanguchería Fast Food,Chino Kevin Sangucheria Fast Food,restaurants,-14.0514001846313,-75.7550964355469
Ica,249840,Marea Azul,Marea Azul,restaurants,-14.079000473022502,-75.7259979248047
Ica,264099,Punto Pizza,Punto Pizza Puente Blanco,restaurants,-14.076700210571298,-75.7409973144531
Ica,209508,El Corralito Tupac Amaru,El Corralito Tupac Amaru,restaurants,-14.069299697876001,-75.735496520996108
Ica,259867,Pim Pam Pollo,Pim Pam Pollo,restaurants,-14.078200340271,-75.7265014648438
Ica,266174,Boticas Perú,Boticas Peru Ica,pharmacies,-14.078000068664602,-75.7263031005859
Ica,265424,Sra. Buendí­a,Sra Buendia Plaza Del Sol,restaurants,-14.070599555969197,-75.728401184082
Ica,208654,Otto Grill Los Aquijes,Otto Grill Ica,restaurants,-14.074999809265101,-75.7398986816406
Ica,209566,El Paradero,El Paradero,restaurants,-14.0677995681763,-75.7324981689453
Ica,256016,La Victoriana - Fusión - Criollo Marino,La Victoriana Fusion Criollo Marino,restaurants,-14.059200286865199,-75.7417984008789
Ica,264097,Punto Pizza,Punto Pizza San Martin,restaurants,-14.079400062560998,-75.7261962890625
Ica,262820,Monkey Donuts,Monkey Donuts Plaza Del Sol,restaurants,-14.0711002349853,-75.7282028198242
Ica,265423,Sra. Buendía,Sra Buendia El Quinde,restaurants,-14.0743999481201,-75.7397003173828
Ica,208639,Bembos,Bembos El Quinde Ica,restaurants,-14.074999809265101,-75.7398986816406
Ica,209117,ZOBURGER'S,Zoburguers,restaurants,-14.0537996292114,-75.7444000244141
Ica,285201,Roky's,Rokys Ica 3,restaurants,-14.0642004013062,-75.7317962646484
Ica,292848,Restaurant Perú Sabe,Restaurant Peru Sabe,restaurants,-14.047300338745101,-75.7505035400391
Ica,207757,KFC,Kfc Plaza Del Sol Ica,restaurants,-14.070699691772502,-75.728401184082
Ica,209805,Golazo Food Bar Club,Golazo Food Bar Club,restaurants,-14.0715999603272,-75.7249984741211
Ica,219268,Inkafarma,Inkafarma Municipalidad,pharmacies,-14.0638999938965,-75.7300033569336
Ica,255141,Más Que Burger,Mas Que Burger Urb Santa Maria,restaurants,-14.056599617004398,-75.7345962524414
Ica,208678,Toto's Pizza Los Aquijes,Totos Pizza Calle Lima,restaurants,-14.0665998458862,-75.7276000976562
Ica,208746,Toto's Pizza San Martín,Totos Pizza San Martin,restaurants,-14.076899528503402,-75.7265014648438
Ica,267010,Chifa Royal Yemheng,Chifa Royal Yemheng,restaurants,-14.078900337219197,-75.7455978393555
Ica,254665,Paletica,Paletica Ica,restaurants,-14.068599700927699,-75.7332992553711
Ica,295040,Chifa Express Chang Kee,Chifa Express Chang Kee,restaurants,-14.0743999481201,-75.7272033691406
Ica,219537,Restaurante Rumi Wasi,Restaurante Rumi Wasi,restaurants,-14.086899757385302,-75.753898620605511
Ilo,293404,El Corsario Restaurant Cevicheria,El Corsario Restaurant Cevicheria,restaurants,-17.6602993011475,-71.3324966430664
Ilo,293596,Bahia California,Bahia California,restaurants,-17.6497001647949,-71.3301010131836
Ilo,292305,,Buen Gusto Chalaco,restaurants,-17.6520004272461,-71.3426971435547
Ilo,292328,Ambar Restobar,Ambar Restobar,restaurants,-17.6453990936279,-71.3459014892578
Ilo,295809,Chifa Royal Ilo,Chifa Royal Ilo,restaurants,-17.6459007263184,-71.345703125
Ilo,292871,Tommy´s Comida Oriental,Chifa Tommys Comida Oriental,restaurants,-17.6394996643066,-71.3386001586914
Ilo,292492,,Casa Don Yoyo,restaurants,-17.6326007843018,-71.3401031494141
Ilo,293409,Capriccio,Capriccio Ilo,restaurants,-17.6434001922607,-71.3441009521484
Ilo,294781,Atilio Cocina Peruana Ilo,Atilio Cocina Peruana Ilo,restaurants,-17.6432991027832,-71.3438034057617
Ilo,286878,Tsunami Sushi Fusión,Tsunami Sushi Fusion Ilo,restaurants,-17.6445007324219,-71.3432998657227
Ilo,291155,El Manglar,El Manglar,restaurants,-17.6445999145508,-71.3343963623047
Ilo,293270,,Calypso Restobar,restaurants,-17.6298007965088,-71.3425979614258
Ilo,293562,Villa Mar Chicken,Villa Mar Chicken,restaurants,-17.631799697876,-71.341598510742216
Ilo,291524,Aurora´s Snack,Auroras Snack,restaurants,-17.6390991210938,-71.3379974365234
Ilo,292676,Chamo Burguer Ilo,Chamo Burguer Ilo,restaurants,-17.6515007019043,-71.328498840332
Ilo,287393,Rincón Mexicano Calle Zepita 512,Rincon Mexicano Calle Zepita 512,restaurants,-17.6446990966797,-71.3444976806641
Ilo,289685,La Dona Mia,La Dona Mia,restaurants,-17.642400741577095,-71.3395004272461
Ilo,285352,,Cevicheria La Glorieta Plaza De Armas,restaurants,-17.6453990936279,-71.3459014892578
Ilo,294567,,Dinovet,pets,-17.6128997802734,-71.339599609375
Ilo,285744,Envíos,Envios Ilo,courier,-17.6490993499756,-71.3279037475586
Ilo,290276,Cafeteria Pizzeria Luana,Cafeteria Pizzeria Luana Ilo Plaza,restaurants,-17.6459999084473,-71.3455963134766
Ilo,292686,Los Tequeños Del Taita,Los Tequenos Del Taita Ilo,restaurants,-17.612899780273395,-71.3375015258789
Ilo,292321,,Stop Burger And Wings,restaurants,-17.6131000518799,-71.338996887207
Ilo,292682,El Horno De Do,El Horno De Do,restaurants,-17.6333999633789,-71.3377990722656
Ilo,294311,,Restaurante Katamaran,restaurants,-17.6537990570068,-71.3455963134766
Ilo,294048,,Fisherman Pescados Y Mariscos,restaurants,-17.6166000366211,-71.3363037109375
Ilo,286352,Peru Brasa,Peru Brasa Pampa,restaurants,-17.648799896240202,-71.3252029418945
Ilo,294784,Puerto Ingles Terraza Bar,Puerto Ingles Terraza Bar,restaurants,-17.6438007354736,-71.3439025878906
Ilo,290280,Cafeteria Pizzeria Luana La Pampa Ilo,Cafeteria Pizzeria Luana La Pampa Ilo,restaurants,-17.650299072265604,-71.3295974731445
Ilo,295078,Happyzidad,Happyzidad,restaurants,-17.6487007141113,-71.345100402832
Ilo,295099,Picanteria Gustito Arequipeño,Picanteria Gustito Arequipeno,restaurants,-17.6392993927002,-71.3380966186523
Ilo,292111,Restaurant Brosteria Brooster,Restaurant Brosteria Brooster,restaurants,-17.655399322509805,-71.3378982543945
Ilo,292296,,Toro Mocho Av Grau,restaurants,-17.6445007324219,-71.3426971435547
Ilo,292309,Secretos Del Mar,Secretos Del Mar Daniel Alcides Carrion Mz 15 Lote 5,restaurants,-17.6354999542236,-71.3335037231445
Ilo,286705,Barra Night,Barra Night,restaurants,-17.6336994171143,-71.3420028686523
Ilo,291654,,La Carniceria Vip,restaurants,-17.6354999542236,-71.3401031494141
Ilo,295085,El Pollón de Oro,El Pollon Ovalo Nuevo Ilo,restaurants,-17.6501007080078,-71.3292999267578
Ilo,295098,Crazy Rolls,Crazy Rolls,restaurants,-17.643499374389602,-71.3413009643555
Ilo,290761,,Hikari Plaza De Armas,restaurants,-17.6452007293701,-71.3447036743164
Ilo,291260,,Antojitos Nuevo Ilo Mz 46 Lote 27,restaurants,-17.6522006988525,-71.3271026611328
Ilo,292297,Toromocho - Urb Ilo,Toromocho Urb Ilo,restaurants,-17.6373996734619,-71.3386993408203
Ilo,291874,,Heladeria Venecia Ilo,restaurants,-17.6460990905762,-71.3455963134766
Ilo,290760,,Hikari Villa Del Mar,restaurants,-17.632999420166,-71.341796875
Ilo,293530,Bocatti Ilo,Bocatti Ilo,restaurants,-17.6368999481201,-71.3392028808594
Ilo,293496,Taco Chingon,Taco Chingon Calle Grau 414,restaurants,-17.644399642944304,-71.3426971435547
Ilo,285312,Kazan Sushi,Kazan Sushi,restaurants,-17.6434001922607,-71.3441009521484
Ilo,292310,,Los Corales,restaurants,-17.6415004730225,-71.3427963256836
Ilo,287002,Toro Lolo Ilo,Toro Lolo Ilo,restaurants,-17.6380996704102,-71.3416976928711
Ilo,291971,Ruta 16,Ruta 16,restaurants,-17.6438999176025,-71.3427963256836
Ilo,286956,Nayar Restaurante,Nayar Restaurante,restaurants,-17.631399154663104,-71.3383026123047
Ilo,294051,Gelem,Gelem,restaurants,-17.646099090576204,-71.3454971313477
Ilo,295337,,La Chandeleur Av La Costanera 1204,restaurants,-17.6336994171143,-71.3420028686523
Ilo,286953,Viano Pizzería,Viano Pizzeria,restaurants,-17.631599426269503,-71.3384017944336
Ilo,296568,,Karlynhos Food,restaurants,-17.6327991485596,-71.3408966064453
Ilo,286967,,Pizzeria Don Renato,restaurants,-17.6466007232666,-71.3459014892578
Ilo,291969,Cupcake Blue,Cupcake Blue,restaurants,-17.643499374389602,-71.3414993286133
Ilo,295687,,M33 Cree En Lo Que Amas,restaurants,-17.6548004150391,-71.3468017578125
Ilo,292341,¡Viva México Cabrones!,¡viva Mexico Cabrones,restaurants,-17.657899856567404,-71.334602355957
Ilo,285369,Restaurant Pollos Y Parrillas El Dorado,El Dorado Pollos Y Parrillas,restaurants,-17.644100189209,-71.3435974121094
Ilo,292294,,Toro Mocho Nuevo Ilo,restaurants,-17.6515998840332,-71.3274993896484
Ilo,293393,Fish & Wings,Fish Wings,restaurants,-17.653600692749,-71.3249969482422
Ilo,289460,Burguesa Urb. Aduaneros,Burguesa Urb Aduaneros,restaurants,-17.6417999267578,-71.3393020629883
Ilo,286353,Peru Brasa,Peru Brasa Puerto,restaurants,-17.6434001922607,-71.341796875
Ilo,292295,,Buen Gusto Puerto,restaurants,-17.6466007232666,-71.3444976806641
Ilo,292326,,Horizonte Marino,restaurants,-17.6595001220703,-71.3501968383789
Ilo,292689,Sargo Loco,Sargo Loco,restaurants,-17.6452007293701,-71.3442993164062
Ilo,290281,El Tablon Food Center Ilo,El Tablon Food Center Ilo,restaurants,-17.6464004516602,-71.3454971313477
Ilo,295094,,El Pollon Salon,restaurants,-17.649299621582,-71.3239974975586
Ilo,295095,Donde Mario Calle Callao 546,Donde Mario Ilo,restaurants,-17.6459007263184,-71.3442993164062
Ilo,291648,Andre Burgers,Andre Burgers,restaurants,-17.6490001678467,-71.3328018188477
Ilo,293504,Ecopollon Pollería,Ecopollon Polleria,restaurants,-17.6546993255615,-71.328498840332
Lima,206358,Roky's,Rokys Pueblo Libre,restaurants,-12.071800231933603,-77.0617980957031
Lima,206584,Dunkin Donuts,Dunkin Donuts La Rambla,restaurants,-12.0895004272461,-77.0046997070312
Lima,206610,Bembos,Bembos Jockey Plaza,restaurants,-12.0867004394531,-76.9767990112305
Lima,206879,La Leña,La Lena Nicolas De Pierola,restaurants,-12.0527000427246,-77.0328979492188
Lima,207064,Gallina Loca,Gallina Loca,groceries,-12.117799758911099,-77.0093002319336
Lima,207078,Huawei,Huawei Compupalace,cross_vertical,-12.1164999008179,-77.0288009643555
Lima,207079,Shawarmass,Shawarmass,restaurants,-12.085599899292,-76.977897644043
Lima,207182,Pinkberry,Pinkberry Diagonal,restaurants,-12.120900154113798,-77.030403137207
Lima,207295,Allyku,Allyku San Borja,restaurants,-12.111200332641602,-77.01239776611331
Lima,207415,Mr. Sushi,Mr Sushi Guardia Civil Sur,restaurants,-12.172100067138699,-76.9928970336914
Lima,208376,Chifa Yue Hao,Chifa Yue Hao Bellavista,restaurants,-12.0577001571655,-77.0970001220703
Lima,208404,Chicharrones del Inca,Chicharrones Del Inca Caminos Del Inca,restaurants,-12.129099845886198,-76.9817962646484
Lima,208910,Pizzería Puro Agüero,Pizzeria Puro Aguero,restaurants,-12.1619997024536,-76.9953994750977
Lima,209129,La Cuadra de Salvador,H X La Cuadra De Salvador Ccbalboa Strip,restaurants,-12.129500389099102,-77.024299621582
Lima,209657,Starbucks,Starbucks Patio Panorama,restaurants,-12.0825996398926,-76.9684982299805
Lima,209774,Asakusa Sushi Bar,Asakusa Sushi Bar Rosa Toledo,restaurants,-12.0756998062134,-77.0653991699219
Lima,210248,El Padrino,El Padrino 2,restaurants,-12.025799751281701,-77.002403259277315
Lima,219298,Inkafarma,Inkafarma Miguel Grau,pharmacies,-12.145700454711898,-77.0217971801758
Lima,221267,Pastalier,Pastalier,restaurants,-12.114199638366701,-77.0467987060547
Lima,221333,Tambo,Tambo Toulon,groceries,-12.073399543762202,-76.9525985717773
Lima,221359,Tiradito Barra Cevichera,Tiradito Barra Cevichera Los Olivos,restaurants,-11.991900444030799,-77.0649032592773
Lima,224971,Huawei,Huawei Ate,cross_vertical,-12.0569000244141,-76.970703125
Lima,234777,Lima Pastry,Lima Pastry,restaurants,-12.0710000991821,-77.03759765625
Lima,237812,,Edemic Games,cross_vertical,-12.0834999084473,-76.9040985107422
Lima,246120,Sportek Fitness,Sportek Fitness,cross_vertical,-12.131199836731001,-77.0218963623047
Lima,246133,Entre Ajos Y Cebollas,Entre Ajos Y Cebollas,restaurants,-12.0726003646851,-76.9820022583008
Lima,248262,L' Jardinerie,L Jardinerie,cross_vertical,-12.115799903869599,-77.033203125
Lima,249476,Envíos,Snacking Courier,courier_business,-12.1234998703003,-76.9919967651367
Lima,256509,Sushi2go,Sushi2go Benavides,restaurants,-12.127900123596199,-76.9913024902344
Lima,258214,Kaldis Coffee & Tea,Kaldis Coffee Tea Miraflores,restaurants,-12.1243000030518,-77.0339965820312
Lima,264082,Vaca Brava Foods,Vaca Brava Foods,groceries,-12.0767002105713,-76.963996887207
Lima,267062,La Choza De La Anaconda,La Choza De La Anaconda Chorrillos,restaurants,-12.168800354003901,-77.0266036987305
Lima,268783,Seiiki Sushi Delivery,Seiiki Sushi Delivery,restaurants,-12.060299873352102,-76.9501037597656
Lima,271941,Brava,Brava,restaurants,-11.9912004470825,-77.073997497558608
Lima,274262,Polleria Don Adriano,Polleria Don Adriano,restaurants,-12.163200378418,-76.9683990478516
Lima,276604,Think Pink - Rep. Colombia,Think Pink Rep Colombia,cross_vertical,-12.09850025177,-77.0305023193359
Lima,279635,Sweet Escape,Sweet Escape,restaurants,-12.076000213623098,-77.0838012695312
Lima,281580,La Choza De La Anaconda,La Choza De La Anaconda Surco,restaurants,-12.1267004013062,-76.9819030761719
Lima,289012,Donde Alfredo,Donde Alfredo,restaurants,-12.029500007629398,-77.0632019042969
Lima,294026,Polleria San Martin,Polleria San Martin San Miguel,restaurants,-12.0802001953125,-77.0820999145508
Lima,297621,Noctambulo Resto-burger,Noctambulo Restoburger,restaurants,-12.1353998184204,-76.9854965209961
Lima,299434,,Durango Lounge,restaurants,-12.0854997634888,-77.0166015625
Lima,206440,Sabores Peruanos,Sabores Peruanos,restaurants,-12.1281003952026,-77.0077972412109
Lima,206568,D'Julia,Djulia Pueblo Libre,restaurants,-12.079500198364299,-77.059700012207
Lima,206602,Papa John's,Papa Johns Repsol,restaurants,-12.091099739074698,-76.951301574707
Lima,206825,Nitos,Nitos La Mar,restaurants,-12.074999809265101,-77.0817031860352
Lima,207082,Pizza Rome,Pizza Rome Los Alisos,restaurants,-11.982700347900401,-77.0856018066406
Lima,207111,Chinolo,Chinolo Plaza Lima Sur,restaurants,-12.172200202941902,-77.013198852539119
Lima,207179,Dunkin Donuts,Dunkin Donuts Minka,restaurants,-12.0481996536255,-77.1115036010742
Lima,207336,Dunkin Donuts,Dunkin Donuts Jockey Plaza,restaurants,-12.0868997573853,-76.9766998291016
Lima,207387,Pizzaiolo,Pizzaiolo La Molina,restaurants,-12.069899559021,-76.942497253418
Lima,207659,La Burgeria,La Burgeria,restaurants,-12.107600212097202,-76.940002441406207
Lima,207918,Repshop,Repshop Express Neuquen,groceries,-12.0503997802734,-77.0983963012695
Lima,208158,D Claudia,D Claudia,restaurants,-11.9654998779297,-77.0570983886719
Lima,208507,La Leña,La Lena Carlos Izaguirre,restaurants,-11.9907999038696,-77.0711975097656
Lima,208693,Groomers,Groomers Magdalena,pets,-12.0965003967285,-77.0598983764648
Lima,208936,Cilindro Club,Cilindro Club,restaurants,-11.9398002624512,-77.0581970214844
Lima,209030,Licorería Asu,Licoreria Asu,drinks,-11.9385995864868,-77.0677032470703
Lima,209221,Villa Chicken,Villa Chicken Los Olivos,restaurants,-11.994199752807601,-77.0728988647461
Lima,209422,La Choza Náutica,La Choza Nautica San Miguel,restaurants,-12.069299697875998,-77.0914993286133
Lima,209486,Usams,Usams Plaza Norte,cross_vertical,-12.006199836731001,-77.0578002929688
Lima,209760,Carnívoro,Carnivoro Petit Thouars,restaurants,-12.0892000198364,-77.0327987670898
Lima,209866,Pizukie,Pizukie Miraflores,restaurants,-12.113699913024902,-77.0466995239258
Lima,209868,La Oveja Verde,La Oveja Verde 1,restaurants,-12.1230001449585,-77.0280990600586
Lima,219650,Tambo,Tambo Bar Davinci,drinks,-12.0882997512817,-77.0020980834961
Lima,236389,Aguaclara El Polo,Aguaclara El Polo,cross_vertical,-12.1012001037598,-76.971397399902315
Lima,238739,Papa'Don Fast Food,Papadon Fast Food,restaurants,-12.023699760437,-77.0502014160156
Lima,241727,Charlie Food,Charlie Food Surco,restaurants,-12.107700347900401,-76.969596862793
Lima,243320,Market Bon Beef,Market Bon Beef,groceries,-12.141500473022502,-77.0134963989258
Lima,243751,Cevichería Secretos Marinos,Cevicheria Secretos Marinos,restaurants,-12.0123996734619,-77.070198059082
Lima,248264,Uka's Burger,Ukas Burger Chorrillos,restaurants,-12.2086000442505,-77.0161972045898
Lima,248276,Bros - Licorería,Bros Licoreria San Miguel,drinks,-12.086799621581997,-77.0911026000977
Lima,249813,"Maccheroni ""22""",Maccheroni 22,restaurants,-12.0673999786377,-76.9589996337891
Lima,249822,Market Duca'S,Market Ducas,groceries,-12.1694002151489,-76.9919967651367
Lima,254620,Papero Soy,Papero Soy,restaurants,-12.067700386047402,-77.0488967895508
Lima,267592,Foreplay,Foreplay Lima,cross_vertical,-12.050700187683102,-77.0345993041992
Lima,278229,Midway,Midway San Isidro,groceries,-12.0970001220703,-77.0579986572266
Lima,280917,Doña Tere,Dona Tere,restaurants,-12.054499626159702,-77.0609970092773
Lima,291846,CheeseCakeOriginal,Cheesecakeoriginal Lima,restaurants,-12.060999870300302,-77.0682983398438
Lima,206304,Antica,Antica 2 De Mayo,restaurants,-12.0913000106812,-77.0391998291016
Lima,206370,Bembos,Bembos Dos De Mayo,restaurants,-12.0927000045776,-77.0472030639648
Lima,206415,Norky's,Norkys La Marina,restaurants,-12.0781002044678,-77.0920028686523
Lima,206544,Huancahuasi,Huancahuasi La Molina,restaurants,-12.0691995620728,-76.9428024291992
Lima,207181,Pinkberry,Pinkberry Ov Gutierrez,restaurants,-12.1105003356934,-77.03759765625
Lima,207256,Don Tito,Don Tito La Molina,restaurants,-12.0711002349853,-76.9414978027344
Lima,207592,Alto Market,Alto Angamos Super,groceries,-12.112799644470202,-77.0128021240234
Lima,207670,Isushi Sushi Bar,Isushi Sushi Bar Surquillo,restaurants,-12.1180000305176,-77.0226974487305
Lima,208279,Bembos,Bembos Helados Monterrico,restaurants,-12.1087999343872,-76.9705963134766
Lima,208333,El Divan Restaurant,El Divan Restaurant,restaurants,-12.1258001327515,-77.0261001586914
Lima,208403,Brasas & Pastas,Brasas Pastas,restaurants,-11.943300247192402,-77.0891036987305
Lima,208471,Macartur,Macartur Angamos,restaurants,-12.113400459289602,-77.02719879150392
Lima,209144,Delicias Patty,Delicias Patty,restaurants,-12.0250997543335,-77.0746994018555
Lima,209407,Wafel Pop,Wafel Pop Miraflores,restaurants,-12.113699913024902,-77.0466995239258
Lima,219249,Inkafarma,Inkafarma Guardia Civil,pharmacies,-12.0909004211426,-77.0082015991211
Lima,219674,Vivanda,Vivanda Monterrico Comprador Personal,groceries,-12.1091995239258,-76.9719009399414
Lima,221343,Tambo,Tambo Tacna,groceries,-12.048500061035199,-77.0391998291016
Lima,239938,Bicentenario 2021,Bicentenario 2021 Bellavista,restaurants,-12.0566997528076,-77.1020965576172
Lima,242639,Richard's Food - San Miguel,Richards Food San Miguel,restaurants,-12.082799911499,-77.075798034668
Lima,243364,Wine Concierge,Wine Concierge,drinks,-12.107099533081,-77.0117034912109
Lima,246135,,Crosskix,cross_vertical,-12.1925001144409,-77.0119018554688
Lima,253413,Comidas D' Carrillo,Broastychaufa Express,restaurants,-12.162699699401902,-76.9807968139648
Lima,253918,Jhonsonn's,Jhons Burger And Wings,restaurants,-12.063099861145,-77.0864028930664
Lima,264307,Pedidosya Market,Pedidosya Market 10min Surco,darkstores,-12.1405000686646,-76.9932022094727
Lima,273935,Chicken What,Chicken What El Polo,restaurants,-12.1010999679565,-76.971397399902315
Lima,276435,Chulitos,Chulitos,restaurants,-12.169799804687498,-77.0239028930664
Lima,276449,Pollos Y Parrillas Mega Point,Pollos Y Parrillas Mega Point,restaurants,-11.951000213623102,-77.0506973266602
Lima,278220,Restaurante Victor´s,Restaurante Victors,restaurants,-12.104700088500998,-77.0301971435547
Lima,293507,La Chula,La Chula Lima,restaurants,-12.122500419616701,-77.0276031494141
Lima,298754,El Mexicano Fodatex - Courier,El Mexicano Fodatex Courier,courier_business,-12.119999885559102,-77.0262985229492
Lima,206323,Rosatel,Rosatel Surquillo,cross_vertical,-12.1103000640869,-77.0102005004883
Lima,206413,Norky's,Norkys Republica De Panama,restaurants,-12.130299568176298,-77.0180969238281
Lima,206486,Cevichería Miramar,Cevicheria Miramar San Borja,restaurants,-12.1000003814697,-77.0017013549805
Lima,206591,Popeyes,Popeyes Rp Chorillos,restaurants,-12.173299789428702,-76.9925003051758
Lima,206942,Hot Vape,Hot Vape Republica De Colombia,cross_vertical,-12.0989999771118,-77.0319976806641
Lima,207042,Kazoku Nikkei,Kazoku Nikkei,restaurants,-12.180399894714402,-77.0130996704102
Lima,207210,Pinkberry,Pinkberry Brea Y Parinas,restaurants,-12.115300178527802,-76.9914016723633
Lima,207321,Norky's,Norkys Garzon,restaurants,-12.0726003646851,-77.0502014160156
Lima,207939,Repshop,Repshop Express La Molina,groceries,-12.061900138855,-76.9615020751953
Lima,207969,El Buen Sabor Arenales,El Buen Sabor Arenales,restaurants,-12.0808000564575,-77.0363006591797
Lima,208288,Bembos,Bembos Helados Ovalo Gutierrez,restaurants,-12.110199928283702,-77.0374984741211
Lima,208353,Veggie & Bean,Veggie Bean,restaurants,-12.064499855041502,-77.0668029785156
Lima,208374,Mar de Mares,Mar De Mares,restaurants,-12.090100288391099,-77.0711975097656
